Loan_ID,Lender,Loan_Amount,Interest_Rate,Repayment_Term,Default_Risk,Loan_Purpose,Approval_Time,Application_Date
04ed6b44-96b5-46b5-adab-3d4778f63928,KCB M-Pesa,34893,5.83,90,Low,Emergency,13,2024-05-12
97de561a-2fe1-4132-83c6-cd4d234af2e9,Fuliza,43582,27.47,45,Low,Business,19,2024-12-14
47829847-5241-453f-bfd1-8233962f1b3f,Fuliza,8473,26.25,30,High,Business,30,2024-04-20
19a23865-ed86-4010-8cde-63d20b175fec,M-Shwari,9077,24.13,45,Low,Education,45,2024-06-19
1fdc1794-bd4a-4891-8f75-aaac32bb73d4,KCB M-Pesa,8570,13.12,30,Low,Emergency,18,2025-01-26
22c892de-3f77-4aab-955b-f21e1e6e0ca4,Branch,9166,18.68,60,High,Business,14,2023-06-17
c3acad80-356d-4cb5-9d6d-93d262607c68,Tala,36868,25.81,45,Low,Education,36,2024-02-03
03f9cf26-5d2f-4165-97e1-d8a9fe80acd7,KCB M-Pesa,7283,22.39,45,High,Personal,36,2024-04-24
875ee894-7a3b-4ba2-a732-4f5d61f154ae,M-Shwari,46494,39.57,45,Low,Education,20,2023-08-06
aa179215-5340-4679-9090-f625b63d8971,M-Shwari,42414,9.78,45,Low,Education,52,2023-09-26
8c62052e-b796-468b-bcba-aa418b39b237,KCB M-Pesa,5471,29.33,14,Low,Business,19,2025-01-29
65551074-df82-4d30-aa31-c0e7bf0683ad,M-Shwari,13990,19.15,45,High,Medical,45,2023-10-24
67f1ab47-7454-46e3-b926-0a517f660f5a,KCB M-Pesa,46219,19.99,30,Low,Medical,44,2025-01-13
23f5979a-f9d0-4854-9f71-858004516e24,Timiza,45580,30.12,60,Low,Medical,7,2024-09-24
f2a33e4f-b31b-4cd5-914d-0c1fa4b5e9a2,KCB M-Pesa,2490,29.24,60,High,Education,57,2024-08-10
45d47d36-b1dd-4597-b1fe-6891df480bd2,KCB M-Pesa,5799,39.69,60,Low,Business,44,2024-09-28
477dec9d-ad20-4d12-9bcb-5cb3d06e10c5,M-Shwari,46265,9.49,45,Low,Emergency,53,2025-01-07
1ffc576c-0752-4afd-a45a-abe5c325befe,M-Shwari,20456,8.64,45,Low,Education,4,2024-12-17
bbf7dc6d-31df-465f-b323-4258505b3c6f,Fuliza,22859,30.35,30,Low,Education,59,2024-12-27
e4d03372-291a-4e5b-ac41-dad7471e4c01,Fuliza,46740,25.24,60,High,Business,34,2023-10-30
b9187bd0-062a-4f65-8fe4-59755e96c26c,Timiza,37648,14.6,30,Low,Personal,2,2023-09-17
31a6aa90-3c01-4e86-bfea-2fceab3cb4a1,Fuliza,29234,7.78,45,Low,Education,5,2023-09-18
bb6f2245-718a-4bb6-83b2-5211052e801a,KCB M-Pesa,5257,8.0,30,Low,Personal,55,2025-02-08
dd10d1c9-a97b-4203-b788-7296b3c5d75a,M-Shwari,19597,36.3,30,High,Personal,10,2023-08-06
6a4247aa-e564-449c-bb1b-0c48cf8813f0,Fuliza,10895,11.72,45,Low,Medical,32,2024-11-16
d0286c18-5f92-41db-83b4-229f6685a83d,Fuliza,16741,16.32,14,Low,Business,42,2024-03-22
29f49461-1c84-4ea4-bfa7-eea8e279b6db,Timiza,38856,12.93,60,Low,Personal,41,2024-10-14
62976a6a-7c34-4861-9757-9370a121c597,Branch,28196,17.42,30,Low,Business,13,2024-05-16
b885d038-4e2e-44ff-8205-fe46cc727585,Timiza,5444,7.43,14,Low,Medical,39,2024-06-27
45b35aa8-ad38-4110-90df-1d843210ffa5,KCB M-Pesa,46663,23.17,45,Low,Business,5,2025-03-02
7553bcf6-383e-4926-88b8-c7df18988376,M-Shwari,20316,7.37,14,High,Education,58,2024-08-27
7988a765-6e94-4d7e-bc77-4931839e24c9,Timiza,37511,33.01,30,Low,Personal,10,2024-04-06
76d7ae59-f42f-4743-95c9-faa19de82816,Fuliza,25417,13.18,60,High,Business,10,2024-05-18
29eb15aa-bf49-4226-b88a-a9c121ba2212,M-Shwari,31695,23.9,14,High,Emergency,38,2024-03-03
295e75ec-f4b5-4629-860b-90bad499e1f2,M-Shwari,22066,35.8,60,Low,Business,27,2024-11-08
cbba4f4b-8ea6-4217-9b87-71f9530bdeff,Fuliza,10416,27.78,14,Low,Personal,51,2024-09-19
0e7ccb59-616d-4b0b-963c-7ac96bf158d8,Timiza,21306,23.65,30,Low,Medical,21,2024-07-29
fa8d2260-315b-4427-8ac2-6cca19968c12,Fuliza,10484,16.35,60,High,Medical,8,2023-04-14
e55db990-2b85-4608-b7bc-7a993dbd0d7e,Branch,2259,16.66,30,Low,Personal,1,2024-01-31
dff7a298-da6c-4217-8955-818ec7248135,M-Shwari,42449,28.43,30,Low,Education,28,2024-04-04
b58c2359-9eff-4cf5-9d06-451692951e09,Tala,27338,39.79,30,Low,Education,49,2024-05-04
54389da3-7fcd-417d-9699-cafaa02dae81,Tala,2982,28.16,30,High,Medical,39,2023-03-20
384722c2-6247-4c90-9e32-a9e2d4844487,KCB M-Pesa,24942,24.52,60,High,Medical,14,2023-10-14
090333db-e718-409a-97e8-1ae5e762b611,Fuliza,34219,30.57,30,Low,Personal,21,2024-11-23
c5447383-d36d-43bc-852f-9c7cecd926a4,Fuliza,28465,21.28,60,High,Education,30,2024-01-02
d129138a-f4fa-4335-9cba-2a64937cf33b,KCB M-Pesa,2579,7.1,60,Low,Medical,21,2024-01-19
ce22536d-dfe2-467a-9419-d3d0dc472c7c,KCB M-Pesa,3217,24.68,45,Low,Education,49,2023-08-13
835d26fc-60d9-4bcb-8135-9f94418f1d8a,KCB M-Pesa,28452,38.52,90,High,Medical,9,2024-04-30
10c52ce0-6768-4c67-acd4-c7e516338c20,M-Shwari,21408,11.14,30,Low,Business,17,2024-02-13
f3275676-ab02-43ba-ba4a-8392b40729e1,Branch,42960,29.15,90,Low,Emergency,5,2024-07-04
94c2a526-adb9-4383-99f7-1b1e0d6e609c,Fuliza,25361,12.03,14,Low,Business,58,2024-01-21
bee2a1d6-38e7-4a1e-9a71-b5a6682e5341,M-Shwari,7811,23.75,45,High,Medical,57,2023-11-19
a9552625-5b13-4c64-9b85-f85e25f2ca02,KCB M-Pesa,28571,8.38,45,High,Emergency,31,2024-06-12
ab3a5218-2827-4ff1-882d-48b24b8ffd22,Fuliza,24070,20.76,30,High,Emergency,52,2023-05-20
942c5a31-0c61-43d7-9a7f-9c8301ed3a4c,M-Shwari,18949,31.47,45,High,Medical,40,2023-10-28
dd1e774b-42f6-469e-a472-a264c046b0e5,Branch,34036,17.17,60,Low,Medical,38,2023-09-07
267c2ab7-317b-41c4-989d-b7f75b788178,M-Shwari,38758,28.27,14,Low,Education,43,2023-07-16
f6e86fc6-80d8-44a2-abce-ee9e038c3e46,Branch,48802,32.84,30,Low,Medical,19,2023-09-04
7c6c3af3-0069-48a4-9a28-0265a2487765,KCB M-Pesa,29365,37.45,60,Low,Personal,36,2023-04-20
f447f298-da45-42d4-994d-17e12562d129,Branch,7145,13.21,45,Low,Medical,50,2024-06-07
f4a1030d-a399-4a3e-a66a-9f5ec7ac2b0a,Fuliza,38500,18.98,90,High,Personal,33,2023-03-26
144e84ab-dd99-4e69-a294-0ff882e76180,KCB M-Pesa,27237,10.33,60,Low,Medical,13,2023-09-05
275d0484-60a8-478c-8cf0-5597d7f002e1,Fuliza,11985,39.74,90,Low,Education,14,2023-06-08
a8716a6a-4359-4107-a7fd-b7562faaa803,Tala,39065,37.45,60,Low,Personal,56,2024-12-08
786ac9cc-3391-400b-9f12-df90b5ea4e4f,Timiza,26022,23.9,30,Low,Business,33,2024-01-01
69801afe-d4db-45e0-9faf-7c5d9322b545,Branch,12842,34.47,30,High,Personal,29,2023-07-06
ff8261b9-c400-4832-95f5-dd7b997d6fe0,Timiza,41306,23.23,60,Low,Education,43,2024-07-15
1c8c4242-a390-4703-a764-919354a31ee5,Timiza,49270,26.83,45,Low,Personal,49,2024-07-18
5887243c-ae35-4b9b-b955-de461f97be5e,Branch,13587,8.12,14,High,Medical,36,2024-01-03
fc6ccd00-a523-4fde-b70b-8454c52402be,KCB M-Pesa,38141,31.43,30,Low,Medical,58,2024-08-15
de155897-1965-4c9d-bb26-cd226c37c678,Tala,34749,9.47,90,Low,Education,44,2024-05-08
0dafaedb-d6c6-43e9-bbbc-94020dd97f03,Fuliza,10593,33.91,45,Low,Emergency,10,2024-09-27
b0647346-8436-4fcd-9052-987a141c7693,M-Shwari,47690,32.37,45,Low,Medical,31,2024-10-28
232f8402-a5d5-42e1-9880-f89e3a2212f4,Fuliza,16938,29.81,45,High,Business,6,2023-11-17
b42d5df9-0c86-4f6b-89ae-54b9cf970c83,M-Shwari,40911,6.27,30,High,Education,57,2023-04-23
94e4b944-83ca-477c-9c8d-8993bea6bf9c,Fuliza,26899,15.61,30,Low,Personal,1,2024-09-28
b6e71a8d-bf24-490e-a09f-a4649824c5e9,Branch,20346,14.21,30,High,Personal,7,2024-06-02
013727e2-db97-4b03-987a-b3812215e6c6,Tala,16208,17.6,14,Low,Business,58,2023-07-21
78295df6-903e-4432-89ad-683c6a09ba58,M-Shwari,44539,8.07,60,Low,Medical,27,2023-04-25
e1d51b89-cb3b-4bcd-b318-2333581ce000,KCB M-Pesa,45868,37.79,45,Low,Education,21,2024-12-01
20108b26-e5fc-4df8-9af8-3deaf0f906c2,Fuliza,11498,24.38,60,Low,Business,28,2023-06-24
faf706a3-4d35-48bd-8515-56219f24b380,Fuliza,47563,15.69,60,Low,Medical,16,2024-05-03
c1891dec-76a2-4370-8190-3d364223358d,M-Shwari,31178,18.89,30,High,Education,56,2024-10-26
38ee607c-fbf0-45c4-a6c9-e079e700be38,KCB M-Pesa,11182,20.65,45,High,Personal,46,2024-04-26
c9dcd9d8-cdd1-43dc-a6fb-0fb78818a602,KCB M-Pesa,49648,26.02,45,Low,Education,23,2024-04-15
c9342c53-6229-4179-858f-e56c0c031fed,Branch,9019,23.05,60,Low,Emergency,52,2023-04-07
7f55ed5b-8ba4-4bf2-814f-bcd6e4aa8d54,Branch,31980,37.18,30,Low,Education,20,2023-09-08
f5746c2c-595b-417b-b26a-54aa2f3824e5,Branch,20194,22.39,45,Low,Emergency,38,2024-11-25
a7127761-dc2d-4a52-8fd9-33be43882a55,Branch,3800,39.73,45,Low,Education,54,2024-04-22
586d6afd-4fd4-4c41-9b36-33fa77f108d5,Branch,7222,34.8,30,Low,Emergency,25,2025-02-06
276aff5c-66a8-46fd-9dba-d67e78dcac39,Branch,40486,12.3,30,High,Personal,28,2023-07-29
730642aa-901a-4f9a-9598-344c98663440,Tala,24660,37.57,45,Low,Medical,5,2023-06-24
1e8e0dbf-45d2-4397-8315-ae3011635462,KCB M-Pesa,20559,9.07,60,Low,Emergency,56,2024-05-01
a86a4bc2-25b8-4816-b95d-6d642ef88bca,Branch,36322,33.61,30,Low,Emergency,21,2023-07-25
521491ad-1288-4bc4-bf99-b14db84c6825,KCB M-Pesa,14075,18.32,45,Low,Personal,18,2024-11-09
fc065817-e7a6-4e2a-8952-21a93b984d7f,KCB M-Pesa,8470,35.73,30,Low,Emergency,47,2024-12-04
a8f68896-42e5-4e42-8f9f-6e9d1acf6d80,Timiza,35411,35.38,60,High,Business,6,2024-05-24
ab367026-7a01-4e62-9c17-79c8dd16fd18,Tala,22091,33.21,30,Low,Personal,57,2023-07-16
6af2306b-ba06-4497-866f-5799b534c215,Branch,32321,32.65,60,High,Business,29,2023-12-03
3b0ecb7a-4ea3-48d4-a692-112a4baa7351,Fuliza,10003,15.66,30,Low,Personal,19,2024-04-18
81aa16e3-1abb-4d30-9784-0a8de2c27cc1,M-Shwari,48417,7.83,30,Low,Emergency,33,2024-02-02
265947e5-963a-44a1-ab40-259a5cd0c508,Fuliza,19422,19.1,14,Low,Business,1,2024-07-19
07efb853-286d-4c33-9e08-4965af526d28,Tala,12675,11.07,30,High,Emergency,45,2024-12-05
fdc8279c-06f3-4654-b1f2-8ef4ef868d2d,M-Shwari,41624,29.32,45,Low,Personal,3,2023-07-11
ee865638-1ad9-4ff1-ae71-cf5e2416084c,Tala,21889,17.11,30,High,Emergency,42,2024-04-05
d01b57df-55c7-40db-9c31-f161f4eef443,KCB M-Pesa,48338,39.15,60,Low,Business,21,2023-05-08
ba7a3763-8653-4b93-aeb8-80a4ce4e1cd9,M-Shwari,1322,27.43,14,High,Business,35,2025-01-07
d0fe7676-bf04-4fbc-b8dc-0efd57c45f64,KCB M-Pesa,17827,33.79,30,Low,Emergency,41,2025-01-25
68aa17f8-9109-4603-ac73-abb99412e6ff,Fuliza,47557,9.64,30,High,Education,40,2024-08-29
cf67a046-0c7d-440a-b342-2a41bf06a95f,Fuliza,6650,35.17,14,Low,Personal,3,2024-02-23
eca99b7f-bcf0-4ce5-90b0-54b1a1f2b4c6,M-Shwari,4925,37.3,30,High,Personal,25,2023-08-01
03cf7a8e-472f-4d5e-9025-001de6663680,M-Shwari,16532,22.05,45,Low,Emergency,45,2024-03-03
cb6dc74d-c62d-40f1-b607-0a2753b7b449,Branch,2698,26.22,45,Low,Education,38,2023-11-20
b2f96018-8083-4112-af44-8e7dc7275063,Tala,20579,31.77,45,Low,Business,45,2025-03-16
2b0eedcc-05b9-4602-a699-b3f0c0b876f1,Branch,36720,11.12,45,High,Medical,55,2023-12-05
d7cc137f-fb68-455a-9433-1f86508c1bc2,Tala,42374,22.59,45,Low,Medical,20,2024-11-17
228da7a0-b6c5-4ab9-b05a-36bb389428ba,Branch,14359,18.95,14,High,Emergency,52,2024-12-21
981386b2-44b5-4e1d-b395-37b3bba47c16,KCB M-Pesa,31919,10.12,45,Low,Education,44,2023-04-19
2ce43160-6470-4809-91b2-73698d008941,M-Shwari,9205,17.86,90,Low,Education,45,2024-11-09
63b28f72-3d35-43b0-bfc3-ee550c8eb1d0,Fuliza,43380,7.39,45,Low,Personal,34,2023-07-30
2100ef7f-4b69-4ff9-82db-35a6db909406,Tala,23736,5.9,45,High,Business,21,2023-12-18
7fe82d4a-09d3-4525-abc6-6b7cc65939ce,Tala,22919,9.73,30,High,Education,56,2024-01-26
4e1fefda-cbd4-4c82-beb6-388aa6b46bd0,Fuliza,20478,38.71,60,High,Medical,55,2025-02-02
aad9e13a-ea05-4fcc-816f-3012f75fc527,Branch,38109,24.23,60,Low,Business,48,2024-12-18
6c2606d0-fad5-411b-9522-7081e8659861,Tala,15858,38.8,45,High,Business,23,2023-11-10
b0241574-dac9-40d9-9006-4562371d6d72,KCB M-Pesa,34677,20.14,90,High,Emergency,6,2023-06-16
bc788215-b934-491a-9680-57639b47dbc2,M-Shwari,29878,15.91,30,Low,Education,51,2023-06-08
4f6f6183-5e46-49cc-b1f9-291352843bdf,Fuliza,37834,22.71,14,High,Emergency,53,2023-09-08
742b8950-ffd2-4044-bb86-e75f523c3684,M-Shwari,11882,20.38,60,High,Education,13,2025-01-12
6732e2c7-3746-48aa-b798-542d0f9d6d7f,Tala,15096,8.7,60,High,Personal,49,2024-05-15
2e8463cd-358a-48d7-bc8c-c2b8eb7224db,Tala,34072,27.43,30,High,Emergency,23,2023-12-04
dfb1be40-b643-4fb4-88cf-384570f2318a,Fuliza,13721,12.56,30,Low,Emergency,9,2025-03-14
b9b1bfda-6fff-4b48-a633-4a003f7abdde,KCB M-Pesa,1779,26.69,14,Low,Medical,17,2023-04-03
2b4eb397-465d-45ca-92ee-3d3ac5958811,Timiza,46460,27.76,30,High,Emergency,2,2023-07-07
33bf13ae-2e20-480c-b40d-13774234ed07,Fuliza,7583,10.32,60,Low,Education,19,2024-09-02
af984a16-b2be-4769-aea0-29dd285c06be,Timiza,44361,7.15,45,High,Medical,19,2024-09-05
0922baa5-b1b7-4b1d-899a-574b8f4d4e4d,Branch,18271,32.33,30,High,Emergency,56,2025-01-05
8ca67184-f305-4155-874f-cebf8b745fe8,Timiza,30475,21.09,30,High,Emergency,7,2024-08-06
db6ade91-b989-43c4-a7f0-862ee5717bd3,KCB M-Pesa,46148,7.04,14,High,Personal,54,2023-07-24
7159c278-2f61-4ea0-8b42-6d2ff518a759,Branch,48785,39.82,30,Low,Emergency,42,2023-10-27
ad071383-f684-4361-b7cf-b9efbfca2da1,Timiza,19563,7.02,45,Low,Business,42,2024-01-30
ccf4d167-113c-4aba-b5c5-ad230f1c4c96,Branch,2606,29.33,90,Low,Medical,59,2023-11-30
c713d8b5-85d6-4b8b-bd4d-f56c38f9719f,Timiza,25057,39.43,60,Low,Business,20,2024-08-07
aadd2e3d-2c92-4a0f-a814-9bfa0c42fc38,KCB M-Pesa,49354,13.37,14,Low,Medical,9,2023-07-08
4270c083-cae6-480a-9efc-375277c06cb5,Timiza,21107,9.98,60,Low,Personal,17,2024-07-23
17485da3-ad35-412c-a6a7-ca072bdb6ec7,Timiza,38099,9.25,60,High,Emergency,27,2023-12-25
58a8dcd1-11b1-4c61-91c3-eb142c88f97e,Timiza,29029,15.61,60,High,Emergency,47,2023-03-31
7d8cc66d-a764-47ee-b7f3-ea48e72c5b93,Fuliza,36454,8.54,45,Low,Emergency,2,2023-06-11
b4954bc5-64cb-40ff-92d9-1ac5c5006f60,Fuliza,28356,29.23,30,Low,Medical,36,2024-10-18
a455f471-5b12-4fc0-9012-46749a09c746,Fuliza,3073,7.18,30,High,Emergency,19,2023-11-23
2043e9ce-b807-40cf-98b4-06adb06a199d,KCB M-Pesa,13308,22.83,14,Low,Business,17,2024-03-30
d7972002-3818-4ea2-b8cd-5d296f1bf8d1,Branch,35867,39.88,30,Low,Emergency,5,2025-02-22
d7c5ce89-550d-400f-9c76-02f70462e06e,Tala,37301,33.49,30,Low,Personal,39,2024-09-30
822d4695-9c0a-483e-b580-b120d715136f,Timiza,41696,26.53,45,Low,Business,18,2024-10-28
d41246c9-c1cd-41a4-9259-aa74509f038c,Timiza,34572,15.72,60,Low,Emergency,53,2024-05-04
8c4c3462-a017-4150-8599-1ba6b595613c,KCB M-Pesa,24252,26.84,45,High,Emergency,54,2025-02-11
411ed0a2-40a0-4827-a5fd-4f8f41496fc3,Timiza,18185,23.45,14,Low,Education,59,2023-08-19
4b7872b8-826b-43ec-af96-70d75177e5a6,Fuliza,41901,19.91,90,Low,Medical,7,2024-05-11
1f5b87fe-48c4-4418-aacc-17c25deb9f13,Tala,11872,9.57,90,Low,Business,17,2023-09-04
f89abe9e-81a5-4787-ae28-745afb418c4c,M-Shwari,9496,36.03,60,Low,Education,39,2024-06-18
2261b4c7-697e-4240-8c01-2280dae9e183,Timiza,16958,20.74,90,High,Personal,36,2024-03-15
d1f2f37c-e1c1-41df-8810-393151fb9651,Fuliza,32389,11.81,45,High,Medical,40,2025-02-19
25e4c701-9ab7-4301-b718-a11b6c10e224,M-Shwari,27165,17.87,90,High,Business,45,2024-04-28
06c50c84-7d17-401d-aa0d-9213d4f1f997,Tala,38743,19.49,14,Low,Emergency,4,2024-07-01
e7c6c0bc-4724-42a8-bba8-c50103f91f3c,M-Shwari,32153,33.96,30,High,Business,38,2024-01-07
279e5b45-2137-4dd7-8f3e-45d380840c8d,Fuliza,27157,30.68,30,High,Emergency,25,2024-08-27
474d1716-ef04-438c-92fa-bad5b279d431,Branch,40452,31.93,30,High,Medical,5,2025-01-16
24a2dbf9-5686-4c6d-94b7-679c17caa89a,Branch,22680,5.39,30,Low,Emergency,30,2024-12-16
f889651e-05e4-4bd0-ade5-82de0e320194,M-Shwari,32396,19.57,45,Low,Personal,12,2024-04-15
11248464-9c7b-41b2-8e62-5cbbfe0d2142,KCB M-Pesa,13375,21.85,60,Low,Emergency,4,2024-05-21
b21e7458-5141-4045-a94d-82e15ee13f32,M-Shwari,2122,5.67,45,High,Personal,24,2024-06-04
b846061f-3739-4969-91e2-e2ad40878980,Timiza,49256,14.09,30,Low,Medical,29,2023-06-13
d979fa1a-d000-4cad-baac-f286eacb6811,Timiza,41309,31.61,60,Low,Medical,9,2023-05-06
ff881028-0090-46e7-b961-71cdfc24a554,Branch,17225,9.8,45,High,Business,4,2023-06-17
c66cc4f9-d86c-4be5-8ff0-79d825a29176,KCB M-Pesa,41260,23.74,30,High,Personal,51,2024-03-23
c955ba02-c7cf-4f09-8fdf-b0e54b5c19b8,Fuliza,16146,12.53,45,High,Personal,24,2023-10-04
fbf21fe0-e3cc-456f-8e64-fc9ad5851dcb,Timiza,17529,5.42,30,Low,Education,14,2024-02-09
d7e5dc00-2957-4256-95af-54429b3ce38c,Branch,29902,13.44,30,High,Education,5,2024-10-29
0604f6e9-d937-427b-bd1c-43b507aa7c59,Tala,4763,39.16,90,Low,Education,18,2025-02-14
58d7fa4c-2d86-453a-a559-e30644f289e8,Branch,31487,33.05,30,Low,Emergency,42,2023-03-25
19a5cc96-792e-47da-b094-deca178c4824,Timiza,47328,38.59,45,Low,Education,57,2024-12-18
678d5a7d-adfb-4b67-a25e-bcaf3fb44f9d,Timiza,48424,22.07,60,Low,Personal,19,2023-10-07
53179fb0-f5f9-4e0d-9a1f-e027c4e235f2,Branch,9146,8.84,60,Low,Emergency,12,2024-04-03
9d96fa5e-4fca-465e-a70f-ec22a2356d15,Fuliza,28029,24.18,14,High,Medical,18,2023-12-10
498bf4f0-ca03-4b94-80ec-88dc00371e8a,M-Shwari,12164,20.9,30,Low,Business,17,2024-03-06
effd43cf-3b59-4e6e-9b96-acb3df071e66,Timiza,36237,34.55,14,High,Education,30,2024-03-13
aa743f0d-b74b-4e88-a34e-7b35bfd04087,Branch,36296,8.43,45,Low,Medical,24,2025-01-04
42056381-ff33-4ae3-908c-163b96b1a768,Branch,24527,22.09,45,Low,Personal,11,2024-12-01
d7bf5a98-0043-494a-a571-4b15757dac00,KCB M-Pesa,29873,10.25,30,Low,Business,35,2025-01-19
5f43a487-3865-410e-b7e3-7bfc02be5812,M-Shwari,36897,16.36,90,Low,Medical,23,2023-12-06
fd160a91-0617-4bdc-b88b-c3b47047b10c,Tala,21109,30.81,45,Low,Business,17,2024-07-05
a52258ba-8346-4d4b-ab19-11542b5ad32e,Fuliza,36335,21.66,30,Low,Education,1,2023-08-09
cb7927bb-0c72-4246-81b3-4b4b49728343,Tala,39209,18.16,45,Low,Personal,15,2023-11-22
2e2106bc-d699-46a3-8213-e2c526254f19,M-Shwari,19750,18.81,45,Low,Business,32,2023-10-17
2a61f820-8bde-44b0-8d5a-3dbf87cc80a4,M-Shwari,21672,21.08,14,Low,Medical,9,2023-08-17
e5611711-8d28-48f3-869e-5f471989e1d4,M-Shwari,12055,32.48,30,High,Education,15,2023-03-22
c31b0419-1646-456b-9bdc-f6aa429396f9,Tala,22374,36.22,60,Low,Education,28,2024-12-19
32a8c7e1-e987-4afc-a09e-d5697a23cd73,M-Shwari,13581,38.44,45,High,Medical,24,2024-03-05
a3ca40f7-9239-447d-b3af-b85e4aa81906,Branch,24563,32.54,45,High,Medical,35,2023-06-25
63c7d8d9-7a7e-4be3-b6f2-aba5f27149a5,Tala,7319,16.04,45,High,Business,22,2023-03-26
857742ea-d31b-45a5-b875-b545607412b9,M-Shwari,26212,29.08,14,High,Emergency,27,2023-12-19
82f46533-2243-4e26-82ce-008c04f482bc,Branch,25262,20.32,30,Low,Education,19,2023-12-22
cf7aca7f-f6e0-4cfb-aa1c-00a73a79fe92,KCB M-Pesa,11546,13.91,45,High,Business,45,2023-06-23
1eaec825-495e-4379-b467-7ce3dac8a733,M-Shwari,31963,34.43,30,High,Medical,12,2024-06-11
3e243e90-33c8-45d4-957a-21bea3006055,Tala,29269,6.34,14,Low,Business,20,2024-05-08
51d040da-fa66-45af-a13b-e4f79e5e2764,Timiza,23650,36.56,60,Low,Medical,1,2024-02-29
8138b4a5-464e-4c35-b34a-fda9f8a44761,M-Shwari,3211,21.15,90,Low,Personal,21,2024-03-31
ae8021c1-65d9-461f-ab9d-7ffa3e7f474b,Timiza,5353,27.3,60,High,Medical,49,2024-01-19
79a08df7-1b33-4913-9c13-82f02ac7667d,Branch,29577,28.08,60,High,Medical,45,2024-11-01
f52b7e72-41b7-42fe-8b35-6c3421c151cf,KCB M-Pesa,24363,36.33,30,Low,Medical,1,2023-04-08
79217499-cbf2-42b6-a9e4-61ab85185d08,Fuliza,22292,27.28,90,Low,Emergency,10,2024-09-06
3a706096-e80c-48c8-a35e-32d13cc6886f,KCB M-Pesa,40983,26.49,30,Low,Medical,47,2024-05-10
6033a4c6-9ded-4cd7-aec3-65e1665c52f6,M-Shwari,9442,7.33,90,Low,Education,59,2024-09-30
bd24ac89-8de0-42ea-8af1-b5f9b8b303aa,Timiza,48775,23.14,90,High,Education,59,2023-06-25
3e6b02c2-d176-4ecf-b4bf-dacfdde35ffd,Timiza,49094,10.26,60,Low,Business,32,2023-06-15
bc2a5def-10e2-4394-a4cf-6c782d1efa6f,Tala,2262,30.81,90,Low,Emergency,39,2024-06-18
bb163520-8fd1-451e-adf2-b4b7b98c0bd1,Timiza,32487,22.93,45,Low,Business,22,2023-05-22
8716dd24-8ada-4235-a7e1-eca0efc181d7,Tala,16350,28.81,30,High,Education,18,2023-11-17
4a45e205-449d-4107-a2ee-77478387d508,Branch,12612,6.46,45,Low,Education,48,2023-12-07
a089b853-0716-474f-b1b8-5823abec7132,Fuliza,24558,7.97,45,High,Personal,46,2024-07-20
fde1293c-c035-4353-963b-382860a434da,M-Shwari,45920,30.07,14,Low,Medical,32,2024-01-29
7b4ddb60-bee4-4672-bd84-49eb10983f96,Tala,39390,7.52,45,Low,Education,27,2024-12-26
1e1cfec7-c4d1-48fa-86d6-217f6dbf88f0,Fuliza,981,7.49,90,Low,Business,28,2024-06-28
9d50cf68-0a9c-4bdb-b530-e67bd222d646,Timiza,47804,5.42,30,Low,Business,18,2024-11-20
9bcd60d0-fae3-456e-84d1-1573cd71ad24,Timiza,33421,38.48,60,Low,Medical,59,2024-01-29
32b98195-ccd3-45c5-b33f-55e4e5b71981,Fuliza,40885,30.81,90,High,Medical,39,2024-04-26
a395565c-beef-49d6-a265-cf1efd21795e,Timiza,2024,17.36,90,High,Personal,49,2025-02-01
5b3b06ec-8a57-4092-8001-6e70fb073f0c,Branch,35388,15.38,90,High,Emergency,29,2023-10-04
43c28424-37a4-4ac1-a798-02212b2883a8,Branch,15548,17.24,45,Low,Business,18,2024-10-07
05bb8849-adfb-4457-807a-f53078a3a0da,Fuliza,35611,32.11,90,High,Medical,44,2023-06-25
47db39fb-1a6d-48e1-ab9e-87c88ccd8606,Tala,38404,28.15,60,Low,Business,8,2023-11-25
9ed1f062-69b6-4938-b678-322771a8b516,Tala,34508,11.48,30,Low,Medical,54,2024-03-31
d0eddb70-5734-4e49-811c-6c1e1d6a42a9,Fuliza,560,11.09,45,Low,Education,31,2023-06-03
c1f3c49b-4580-4a6b-a4ec-fbd4f5032005,Tala,9630,8.44,60,Low,Business,34,2024-12-11
8852d02d-ba43-4ede-895a-5242893ee38d,Tala,18523,28.11,30,High,Education,7,2023-06-19
022eed68-d6db-4e20-9178-8c292920c949,Branch,45580,31.75,45,Low,Business,36,2024-12-26
a8b1c8c6-2ebf-4ec7-b496-4db45b2aa430,Tala,13850,14.28,45,Low,Emergency,18,2024-11-19
8ca345d3-b919-4d36-b392-6c8de10f201e,KCB M-Pesa,24854,5.73,30,High,Personal,38,2023-05-10
30e9e245-3d32-4b95-9c0c-f476714f370b,M-Shwari,45686,7.88,45,Low,Education,59,2024-06-17
e0103e9e-733c-4410-be07-3d6e7b216c4d,Timiza,28645,38.88,60,Low,Medical,9,2025-03-13
200a54fa-402b-4126-a41a-acfe23ea7e5f,KCB M-Pesa,34520,15.34,45,Low,Emergency,59,2023-07-22
6cb77535-d6c9-4ce6-bac6-cad52e5d85fe,Tala,21087,31.92,14,High,Business,9,2024-09-01
84163123-8a1e-4270-85e5-718c57b250b8,Branch,41631,26.86,14,High,Education,46,2024-02-23
